,timestamp,open,high,low,close,volume
0,2017-11-22,1051.16,1052.3458,1047.25,1049.36,315321
1,2017-11-21,1040.04,1050.39,1039.14,1050.3,1075568
2,2017-11-20,1036.0,1038.7,1032.68,1034.66,850423
3,2017-11-17,1049.8,1051.0,1033.73,1035.89,1286044
4,2017-11-16,1038.75,1051.76,1038.0,1048.47,1125995
5,2017-11-15,1035.0,1039.63,1030.76,1036.41,900695
6,2017-11-14,1037.72,1042.3,1029.33,1041.64,982782
7,2017-11-13,1040.8,1048.74,1039.26,1041.2,914852
8,2017-11-10,1043.87,1046.63,1041.22,1044.15,955500
9,2017-11-09,1048.0,1050.88,1035.85,1047.72,1776722
10,2017-11-08,1050.05,1062.69,1047.05,1058.29,1214600
11,2017-11-07,1049.65,1053.41,1043.0,1052.39,1254965
12,2017-11-06,1049.1,1052.59,1042.0,1042.68,897897
13,2017-11-03,1042.75,1050.66,1037.65,1049.99,1370874
14,2017-11-02,1039.99,1045.52,1028.66,1042.97,1233333
15,2017-11-01,1036.32,1047.86,1034.0,1042.6,2105729
16,2017-10-31,1033.0,1041.0,1026.3,1033.04,1490660
17,2017-10-30,1029.16,1039.83,1022.33,1033.13,2245352
18,2017-10-27,1030.99,1063.62,1026.85,1033.67,5139945
19,2017-10-26,998.47,1006.51,990.47,991.42,1827682
20,2017-10-25,986.27,994.43,977.72,991.46,1368042
21,2017-10-24,986.5,989.26,977.08,988.49,1416283
22,2017-10-23,1005.18,1005.79,983.1,985.54,1623580
23,2017-10-20,1007.05,1008.65,1002.27,1005.07,1568454
24,2017-10-19,1004.75,1007.32,997.3,1001.84,1677021
25,2017-10-18,1011.05,1016.31,1005.32,1012.74,1270218
26,2017-10-17,1007.44,1014.56,1006.05,1011.0,991412
27,2017-10-16,1009.63,1012.0,1001.52,1009.35,1066744
28,2017-10-13,1009.11,1014.76,1007.06,1007.87,1308881
29,2017-10-12,1003.84,1011.54,1001.1,1005.65,1521137
30,2017-10-11,989.04,1007.57,987.94,1005.65,1748443
31,2017-10-10,995.3,997.47,981.11,987.8,1158864
32,2017-10-09,995.0,1000.46,991.5,992.31,1151035
33,2017-10-06,980.0,994.26,978.51,993.64,1490744
34,2017-10-05,972.79,986.51,970.27,985.19,1627255
35,2017-10-04,971.76,974.4,965.61,966.78,896531
36,2017-10-03,967.56,972.44,962.71,972.08,1080312
37,2017-10-02,975.65,977.74,961.95,967.47,1466444
38,2017-09-29,966.0,975.81,966.0,973.72,1906445
39,2017-09-28,956.25,966.18,955.55,964.81,1347750
40,2017-09-27,942.74,965.43,941.95,959.9,2313498
41,2017-09-26,936.69,944.08,935.12,937.43,1618182
42,2017-09-25,939.45,939.75,924.51,934.28,1847436
43,2017-09-22,942.77,950.0,940.84,943.26,1067617
44,2017-09-21,948.13,952.8,939.38,947.55,1302726
45,2017-09-20,937.73,950.0,937.5,947.54,1896919
46,2017-09-19,933.41,937.94,926.66,936.86,1217430
47,2017-09-18,935.01,936.86,925.4,929.75,1445532
48,2017-09-15,940.09,941.75,931.25,935.29,1940047
49,2017-09-14,946.0,948.03,938.36,940.13,1415168
50,2017-09-13,945.5,952.85,944.74,950.44,1092849
51,2017-09-12,946.92,948.09,937.5,946.65,1245767
52,2017-09-11,947.2,952.68,941.0,943.29,1317796
53,2017-09-08,949.7,950.7,940.01,941.41,996449
54,2017-09-07,944.25,950.5,937.53,949.89,1103286
55,2017-09-06,943.87,944.5,932.68,942.02,1375952
56,2017-09-05,946.86,951.39,935.6,941.48,1455058
57,2017-09-01,957.47,958.33,950.28,951.99,1034769
58,2017-08-31,946.3,957.2,946.25,955.24,1672387
59,2017-08-30,935.67,945.86,934.05,943.63,1112814
60,2017-08-29,919.95,938.19,919.31,935.75,1144834
61,2017-08-28,931.88,934.85,926.11,928.13,1025199
62,2017-08-25,939.21,940.73,930.1,930.5,1169101
63,2017-08-24,943.71,946.31,930.74,936.89,1249098
64,2017-08-23,937.0,945.43,935.24,942.58,1126487
65,2017-08-22,926.96,941.96,926.17,940.4,1711377
66,2017-08-21,925.77,928.25,918.6,920.87,1292624
67,2017-08-18,926.98,931.02,923.45,926.18,1327288
68,2017-08-17,942.95,943.81,927.64,927.66,1653779
69,2017-08-16,941.25,949.9,940.04,944.27,1329301
70,2017-08-15,941.03,943.07,936.64,938.08,1006064
71,2017-08-14,939.07,941.04,934.49,938.93,1140212
72,2017-08-11,923.71,933.36,921.22,930.09,1589808
73,2017-08-10,935.0,936.3,921.78,923.59,2657279
74,2017-08-09,938.45,943.76,933.92,940.08,1360604
75,2017-08-08,944.29,952.49,942.48,944.19,1438418
76,2017-08-07,947.52,948.96,943.5,945.75,1405132
77,2017-08-04,943.95,947.54,939.8,945.79,1192871
78,2017-08-03,949.1,950.0,939.44,940.3,1028591
79,2017-08-02,948.37,949.1,932.52,947.64,2019979
80,2017-08-01,947.81,954.49,944.96,946.56,1205799
81,2017-07-31,960.0,961.19,941.73,945.5,2268160
82,2017-07-28,947.99,961.79,945.31,958.33,1795477
83,2017-07-27,969.18,969.52,937.06,952.51,3685905
